Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053589	PA14_71820	WP_003142098.1	putative peptidase	59275	Pseudomonas aeruginosa LESB58	218894543	PLES_58351	WP_003105560.1	putative peptidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053591	PA14_71840	WP_003142100.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894544	PLES_58361	WP_012614701.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053592	PA14_71850	WP_003142102.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894545	PLES_58371	WP_012614702.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053593	PA14_71870	WP_003142104.1	DNA-dependent helicase II	59275	Pseudomonas aeruginosa LESB58	218894546	PLES_58381	WP_003096872.1	DNA-dependent helicase II				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053594	PA14_71880	WP_003142106.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894547	PLES_58391	WP_012614703.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053595	PA14_71890	WP_003096875.1	putative coenzyme A transferase	59275	Pseudomonas aeruginosa LESB58	218894548	PLES_58401	WP_003096875.1	putative coenzyme A transferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053596	PA14_71900	WP_003096877.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894549	PLES_58411	WP_003096877.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053597	PA14_71910	WP_003142108.1	glycosyltransferase WbpZ	59275	Pseudomonas aeruginosa LESB58	218894550	PLES_58421	WP_003114105.1	glycosyltransferase WbpZ				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053598	PA14_71920	WP_003102573.1	glycosyltransferase WbpY	59275	Pseudomonas aeruginosa LESB58	218894551	PLES_58431	WP_003102573.1	glycosyltransferase WbpY				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053599	PA14_71930	WP_011666792.1	glycosyltransferase WbpX	59275	Pseudomonas aeruginosa LESB58	218894552	PLES_58441	WP_012614704.1	glycosyltransferase WbpX				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053600	PA14_71940	WP_003142110.1	ABC subunit of A-band LPS efflux transporter	59275	Pseudomonas aeruginosa LESB58	218894553	PLES_58451	WP_003102571.1	ABC subunit of A-band LPS efflux transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053601	PA14_71960	WP_003096887.1	membrane subunit of A-band LPS efflux transporter	59275	Pseudomonas aeruginosa LESB58	218894554	PLES_58461	WP_003096887.1	membrane subunit of A-band LPS efflux transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053602	PA14_71970	WP_003096889.1	GDP-mannose pyrophosphorylase	59275	Pseudomonas aeruginosa LESB58	218894555	PLES_58471	WP_003096889.1	phosphomannose isomerase/GDP-mannose WbpW				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053604	PA14_72000	WP_003096892.1	oxidoreductase Rmd	59275	Pseudomonas aeruginosa LESB58	218894556	PLES_58491	WP_003114107.1	oxidoreductase Rmd				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053605	PA14_72010	WP_003142113.1	putative glycosyltransferase	59275	Pseudomonas aeruginosa LESB58	218894557	PLES_58501	WP_012614705.1	putative glycosyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053606	PA14_72020	WP_003125903.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894558	PLES_58511	WP_012614706.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053607	PA14_72030	WP_003142116.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894559	PLES_58521	WP_003114110.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053608	PA14_72040	WP_003142117.1	putative acyltransferase	59275	Pseudomonas aeruginosa LESB58	218894560	PLES_58531	WP_012614707.1	putative acyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053609	PA14_72050	WP_003142118.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894561	PLES_58541	WP_003096902.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053610	PA14_72060	WP_003096905.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894562	PLES_58551	WP_003096905.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053611	PA14_72070	WP_003096907.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894563	PLES_58561	WP_003096907.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053612	PA14_72080	WP_003110362.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894564	PLES_58571	WP_003096909.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053613	PA14_72090	WP_031632910.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894565	PLES_58581	WP_003114112.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053614	PA14_72110	WP_003142120.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894566	PLES_58591	WP_003110363.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053615	PA14_72130	WP_003142121.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894567	PLES_58601	WP_003102545.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053616	PA14_72140	WP_003114115.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894568	PLES_58611	WP_003114115.1	putative permease				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053617	PA14_72150	WP_003142122.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894569	PLES_58621	WP_003102543.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053618	PA14_72170	WP_003142123.1	putative citrate transporter	59275	Pseudomonas aeruginosa LESB58	218894570	PLES_58631	WP_003096918.1	putative citrate transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053619	PA14_72180	WP_003110368.1	putative membrane protein TerC	59275	Pseudomonas aeruginosa LESB58	218894571	PLES_58641	WP_003096920.1	putative membrane protein TerC				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053620	PA14_72200	WP_003142124.1	peptide chain release factor-like protein	59275	Pseudomonas aeruginosa LESB58	218894572	PLES_58651	WP_012614708.1	peptide chain release factor-like protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053621	PA14_72210	WP_003142126.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894573	PLES_58661	WP_003121369.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053622	PA14_72220	WP_016254355.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894574	PLES_58671	WP_003096927.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053623	PA14_72230	WP_003136417.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894576	PLES_58691	WP_003096931.1	putative Na+/Pi symporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053624	PA14_72250	WP_003142131.1	putative metalloprotease	59275	Pseudomonas aeruginosa LESB58	218894577	PLES_58701	WP_003102849.1	putative metalloprotease				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053625	PA14_72260	WP_003096934.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894578	PLES_58711	WP_003096934.1	putative acetyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053626	PA14_72280	WP_003096941.1	citrate transporter	59275	Pseudomonas aeruginosa LESB58	218894579	PLES_58721	WP_003096941.1	citrate transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053627	PA14_72300	WP_003136421.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894580	PLES_58731	WP_003114118.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053628	PA14_72320	WP_003096953.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894581	PLES_58741	WP_003096953.1	putative spore maturation protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053629	PA14_72340	WP_003096956.1	glutamate/aspartate:proton symporter	59275	Pseudomonas aeruginosa LESB58	218894582	PLES_58751	WP_003096956.1	glutamate/aspartate:proton symporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053630	PA14_72350	WP_003136424.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894583	PLES_58761	WP_004347200.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053631	PA14_72360	WP_003114119.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894584	PLES_58771	WP_003102842.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053633	PA14_72380	WP_003096964.1	two-component response regulator AlgB	59275	Pseudomonas aeruginosa LESB58	218894586	PLES_58791	WP_003102840.1	two-component response regulator AlgB				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053634	PA14_72390	WP_031627750.1	putative two-component sensor	59275	Pseudomonas aeruginosa LESB58	218894587	PLES_58801	WP_024082680.1	putative two-component sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053635	PA14_72400	WP_003096970.1	putative N-acetylmuramoyl-L-alanine amidase family protein	59275	Pseudomonas aeruginosa LESB58	218894588	PLES_58811	WP_003096970.1	AmpDh2				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053636	PA14_72410	WP_003102836.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894589	PLES_58821	WP_003102836.1	putative antibiotic transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053637	PA14_72420	WP_003142135.1	GGDEF domain-containing protein	59275	Pseudomonas aeruginosa LESB58	218894590	PLES_58831	WP_003114121.1	putative GGDEF domain protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053638	PA14_72430	WP_003096975.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894591	PLES_58841	WP_003096975.1	putative hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053639	PA14_72450	WP_003096976.1	thiol:disulfide interchange protein DsbA	59275	Pseudomonas aeruginosa LESB58	218894592	PLES_58851	WP_003096976.1	thiol:disulfide interchange protein DsbA				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053640	PA14_72460	WP_003102831.1	cytochrome c4 precursor	59275	Pseudomonas aeruginosa LESB58	218894593	PLES_58861	WP_003102831.1	cytochrome c4 precursor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053641	PA14_72470	WP_003096979.1	putative cytochrome	59275	Pseudomonas aeruginosa LESB58	218894594	PLES_58871	WP_003096979.1	putative cytochrome				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053642	PA14_72480	WP_003110563.1	ribosome biogenesis GTP-binding protein YsxC	59275	Pseudomonas aeruginosa LESB58	218894595	PLES_58881	WP_003161102.1	ribosome biogenesis GTP-binding protein YsxC				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053643	PA14_72490	WP_003142137.1	DNA polymerase I	59275	Pseudomonas aeruginosa LESB58	218894596	PLES_58891	WP_012614709.1	DNA polymerase I				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053644	PA14_72500	WP_003096984.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894597	PLES_58901	WP_003096984.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053645	PA14_72510	WP_003110565.1	homoserine kinase	59275	Pseudomonas aeruginosa LESB58	218894598	PLES_58911	WP_003102827.1	homoserine kinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053646	PA14_72520	WP_003096987.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894599	PLES_58921	WP_003096987.1	NrdJb				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053647	PA14_72540	WP_003099736.1	putative ribonucleotide reductase	59275	Pseudomonas aeruginosa LESB58	218894600	PLES_58931	WP_003099736.1	NrdJa				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053648	PA14_72550	WP_003142139.1	putative adhesin	59275	Pseudomonas aeruginosa LESB58	218894601	PLES_58941	WP_012614710.1	putative adhesin				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053649	PA14_72560	WP_003096992.1	transcriptional regulator np20	59275	Pseudomonas aeruginosa LESB58	218894602	PLES_58951	WP_003096992.1	transcriptional regulator np20				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053650	PA14_72580	WP_003114128.1	zinc transporter	59275	Pseudomonas aeruginosa LESB58	218894603	PLES_58961	WP_003099732.1	zinc transport protein ZnuC				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053651	PA14_72590	WP_003096998.1	permease of ABC zinc transporter ZnuB	59275	Pseudomonas aeruginosa LESB58	218894604	PLES_58971	WP_003096998.1	permease of ABC zinc transporter ZnuB				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053652	PA14_72600	WP_003114129.1	putative lipoprotein	59275	Pseudomonas aeruginosa LESB58	218894605	PLES_58981	WP_003099730.1	putative lipoprotein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053653	PA14_72620	WP_003097002.1	DL-methionine transporter ATP-binding subunit	59275	Pseudomonas aeruginosa LESB58	218894606	PLES_58991	WP_003097002.1	DL-methionine transporter ATP-binding subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053654	PA14_72630	WP_003097004.1	putative permease of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218894607	PLES_59001	WP_003097004.1	putative permease of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053655	PA14_72640	WP_003142142.1	putative TonB-dependent receptor	59275	Pseudomonas aeruginosa LESB58	218894608	PLES_59011	WP_003099728.1	putative TonB-dependent receptor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053656	PA14_72650	WP_003142144.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894609	PLES_59021	WP_003099726.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053657	PA14_72660	WP_003109125.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894610	PLES_59031	WP_003099724.1	putative amidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053658	PA14_72690	WP_003097012.1	putative glutamine synthetase	59275	Pseudomonas aeruginosa LESB58	218894611	PLES_59041	WP_003099720.1	putative glutamine synthetase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053659	PA14_72700	WP_003109127.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894612	PLES_59051	WP_003099719.1	putative N-formylglutamate amidohydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053660	PA14_72710	WP_003099715.1	putative transporter	59275	Pseudomonas aeruginosa LESB58	218894613	PLES_59061	WP_003099715.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053661	PA14_72720	WP_003142146.1	putative two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218894614	PLES_59071	WP_003099712.1	putative two-component response regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053662	PA14_72740	WP_003097020.1	putative two-component sensor	59275	Pseudomonas aeruginosa LESB58	218894615	PLES_59081	WP_003097020.1	putative two-component sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053663	PA14_72750	WP_003097022.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894616	PLES_59091	WP_003114132.1	putative hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053664	PA14_72760	WP_003097028.1	putative beta-lactamase	59275	Pseudomonas aeruginosa LESB58	218894617	PLES_59101	WP_003099707.1	putative beta-lactamase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053665	PA14_72770	WP_009877301.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894618	PLES_59111	WP_031643655.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053666	PA14_72780	WP_003142148.1	pyridoxamine kinase	59275	Pseudomonas aeruginosa LESB58	218894619	PLES_59121	WP_012614711.1	pyridoxamine kinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053667	PA14_72790	WP_003097034.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894620	PLES_59131	WP_003097034.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053668	PA14_72800	WP_003099695.1	putative potassium efflux transporter	59275	Pseudomonas aeruginosa LESB58	218894621	PLES_59141	WP_003099695.1	putative potassium efflux transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053669	PA14_72810	WP_003097040.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894622	PLES_59151	WP_003097040.1	putative acyl-CoA thioester hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053670	PA14_72820	WP_011666793.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894623	PLES_59161	WP_003114137.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053672	PA14_72840	WP_003097046.1	putative short-chain dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218894624	PLES_59171	WP_003097046.1	putative short-chain dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053673	PA14_72850	WP_003142150.1	putative glutamine synthetase	59275	Pseudomonas aeruginosa LESB58	218894625	PLES_59181	WP_003114138.1	putative glutamine synthetase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053674	PA14_72870	WP_016254354.1	aminotransferase	59275	Pseudomonas aeruginosa LESB58	218894626	PLES_59191	WP_003161094.1	aminotransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053675	PA14_72880	WP_003126007.1	putative short-chain dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218894627	PLES_59201	WP_003099690.1	putative short-chain dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053676	PA14_72890	WP_015503896.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894628	PLES_59211	WP_003097059.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053677	PA14_72900	WP_003097061.1	putative lipoprotein	59275	Pseudomonas aeruginosa LESB58	218894629	PLES_59221	WP_003097061.1	putative lipoprotein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053678	PA14_72920	WP_003099687.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894630	PLES_59231	WP_003099687.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053679	PA14_72930	WP_003109134.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894631	PLES_59241	WP_003161092.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053680	PA14_72940	WP_003142154.1	putative sodium/proton antiporter	59275	Pseudomonas aeruginosa LESB58	218894632	PLES_59251	WP_003161091.1	putative sodium/proton antiporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053681	PA14_72960	WP_003097074.1	putative MFS dicarboxylate transporter	59275	Pseudomonas aeruginosa LESB58	218894633	PLES_59261	WP_003097074.1	putative MFS dicarboxylate transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053682	PA14_72970	WP_003142155.1	TonB protein	59275	Pseudomonas aeruginosa LESB58	218894634	PLES_59271	WP_003121399.1	TonB protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053683	PA14_72980	WP_003142156.1	G3E family GTPase	59275	Pseudomonas aeruginosa LESB58	218894635	PLES_59281	WP_003118446.1	Putative GTPases (G3E family)				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053684	PA14_72990	WP_003097081.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894636	PLES_59291	WP_003099679.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053685	PA14_73000	WP_003142157.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894637	PLES_59301	WP_003161089.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053686	PA14_73010	WP_003097084.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894638	PLES_59311	WP_003146840.1	putative cobalamin synthesis protein/P47K family protein				
