Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57945	Pseudomonas aeruginosa PAO1	15599963	PA4769	NP_253457.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218893864	PLES_51541	WP_003095221.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599964	PA4770	NP_253458.1	L-lactate permease	59275	Pseudomonas aeruginosa LESB58	218893865	PLES_51551	WP_003121082.1	L-lactate permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15599965	PA4771	NP_253459.1	L-lactate dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218893866	PLES_51561	WP_003100494.1	L-lactate dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599966	PA4772	NP_253460.1	ferredoxin	59275	Pseudomonas aeruginosa LESB58	218893867	PLES_51571	WP_012614576.1	putative ferredoxin				
rbb	57945	Pseudomonas aeruginosa PAO1	15599967	PA4773	NP_253461.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893868	PLES_51581	WP_009877145.1	putative S-adenosylmethionine decarboxylase proenzyme				
rbb	57945	Pseudomonas aeruginosa PAO1	15599968	PA4774	NP_253462.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893869	PLES_51591	WP_031628123.1	putative spermidine synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599969	PA4775	NP_253463.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893870	PLES_51601	WP_003102235.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599970	PA4776	NP_253464.1	PmrA: two-component regulator system response regulator PmrA	59275	Pseudomonas aeruginosa LESB58	218893871	PLES_51611	WP_012614577.1	PmrA: two-component regulator system response regulator PmrA				
rbb	57945	Pseudomonas aeruginosa PAO1	15599971	PA4777	NP_253465.1	PmrB: two-component regulator system signal sensor kinase PmrB	59275	Pseudomonas aeruginosa LESB58	218893872	PLES_51621	WP_003102237.1	PmrB: two-component regulator system signal sensor kinase PmrB				
rbb	57945	Pseudomonas aeruginosa PAO1	15599972	PA4778	NP_253466.1	CueR	59275	Pseudomonas aeruginosa LESB58	218893873	PLES_51631	WP_003095248.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599973	PA4779	NP_253467.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893874	PLES_51641	WP_012614578.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599974	PA4780	NP_253468.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893875	PLES_51651	WP_003095255.1	putative serine/threonine protein kinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599975	PA4781	NP_253469.1	cyclic di-GMP phosphodiesterase	59275	Pseudomonas aeruginosa LESB58	218893876	PLES_51661	WP_012614579.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599976	PA4782	NP_253470.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893877	PLES_51671	WP_003102243.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599977	PA4783	NP_253471.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893878	PLES_51681	WP_003161350.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599978	PA4784	NP_253472.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218893879	PLES_51691	WP_003095262.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599979	PA4785	NP_253473.1	acetyl-CoA acetyltransferase	59275	Pseudomonas aeruginosa LESB58	218893880	PLES_51701	WP_003102247.1	acetyl-CoA acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599981	PA4787	NP_253475.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218893881	PLES_51721	WP_003095270.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599982	PA4788	NP_253476.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893882	PLES_51731	WP_003095272.1	putative (R)-specific enoyl-CoA hydratase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599983	PA4789	NP_253477.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893883	PLES_51741	WP_003102255.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599984	PA4790	NP_253478.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893884	PLES_51751	WP_003116082.1	putative methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599985	PA4791	NP_253479.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893885	PLES_51761	WP_003102259.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599986	PA4792	NP_253480.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893886	PLES_51771	WP_003102260.1	putative glycerolphosphodiesterase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599987	PA4793	NP_253481.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893887	PLES_51781	WP_003095282.1	putative lipoprotein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599988	PA4794	NP_253482.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893888	PLES_51791	WP_003111411.1	putative acetyltransferase, GNAT family				
rbb	57945	Pseudomonas aeruginosa PAO1	15599989	PA4795	NP_253483.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893889	PLES_51801	WP_003095286.1	putative peroxiredoxin				
rbb	57945	Pseudomonas aeruginosa PAO1	15599990	PA4796	NP_253484.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893890	PLES_51811	WP_003102267.1	putative glycine cleavage system H protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599992	PA4798	NP_253486.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893891	PLES_51821	WP_003114631.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599993	PA4799	NP_253487.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893892	PLES_51831	WP_003114630.1	putative adenylate kinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599994	PA4800	NP_253488.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893893	PLES_51841	WP_003095295.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599995	PA4801	NP_253489.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893894	PLES_51851	WP_003116085.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599996	PA4802	NP_253490.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893895	PLES_51861	WP_003095301.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599997	PA4803	NP_253491.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893896	PLES_51871	WP_003095305.1	Putative methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599998	PA4804	NP_253492.1	amino acid permease	59275	Pseudomonas aeruginosa LESB58	218893897	PLES_51881	WP_003102289.1	putative amino acid permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15599999	PA4805	NP_253493.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893898	PLES_51891	WP_031628029.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600000	PA4806	NP_253494.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218893899	PLES_51901	WP_003161340.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15600001	PA4807	NP_253495.1	selenocysteine-specific elongation factor	59275	Pseudomonas aeruginosa LESB58	218893900	PLES_51911	WP_003102294.1	selenocysteine-specific elongation factor				
rbb	57945	Pseudomonas aeruginosa PAO1	15600002	PA4808	NP_253496.1	selenocysteine synthase	59275	Pseudomonas aeruginosa LESB58	218893901	PLES_51921	WP_012614580.1	selenocysteine synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600003	PA4809	NP_253497.1	FdhE protein	59275	Pseudomonas aeruginosa LESB58	218893902	PLES_51931	WP_012614581.1	FdhE protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600004	PA4810	NP_253498.1	nitrate-inducible formate dehydrogenase, subunit gamma	59275	Pseudomonas aeruginosa LESB58	218893903	PLES_51941	WP_003095316.1	nitrate-inducible formate dehydrogenase, gamma subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15600005	PA4811	NP_253499.1	nitrate-inducible formate dehydrogenase subunit beta	59275	Pseudomonas aeruginosa LESB58	218893904	PLES_51951	WP_003106793.1	nitrate-inducible formate dehydrogenase, beta subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	308198350	PA4812	YP_003933614	formate dehydrogenase-O, major subunit	59275	Pseudomonas aeruginosa LESB58	218893905	PLES_51961	WP_003106791.1	formate dehydrogenase-O, major subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15600006	PA4813	NP_253500.1	lipase LipC	59275	Pseudomonas aeruginosa LESB58	218893907	PLES_51981	WP_003095318.1	lipase LipC				
rbb	57945	Pseudomonas aeruginosa PAO1	15600007	PA4814	NP_253501.1	2,4-dienoyl-CoA reductase FadH2	59275	Pseudomonas aeruginosa LESB58	218893908	PLES_51991	WP_012614582.1	2,4-dienoyl-CoA reductase FadH2				
rbb	57945	Pseudomonas aeruginosa PAO1	15600008	PA4815	NP_253502.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893909	PLES_52001	WP_003095321.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600009	PA4816	NP_253503.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893910	PLES_52011	WP_003112344.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600010	PA4817	NP_253504.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893911	PLES_52021	WP_024082649.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600011	PA4818	NP_253505.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893912	PLES_52031	WP_003162670.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600012	PA4819	NP_253506.1	glycosyl transferase	59275	Pseudomonas aeruginosa LESB58	218893913	PLES_52041	WP_003116094.1	putative glycosyl transferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600013	PA4820	NP_253507.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893914	PLES_52051	WP_003095326.1	putative membrane proteins				
rbb	57945	Pseudomonas aeruginosa PAO1	15600014	PA4821	NP_253508.1	transporter	59275	Pseudomonas aeruginosa LESB58	218893915	PLES_52061	WP_012614584.1	putative transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15600015	PA4822	NP_253509.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893916	PLES_52071	WP_003116097.1	putative Na+/phosphate symporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15600016	PA4823	NP_253510.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893917	PLES_52081	WP_003104324.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600017	PA4824	NP_253511.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893918	PLES_52091	WP_012614585.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600018	PA4825	NP_253512.1	Mg(2+) transport ATPase, P-type 2	59275	Pseudomonas aeruginosa LESB58	218893919	PLES_52101	WP_012614586.1	Mg(2+) transport ATPase, P-type 2				
rbb	57945	Pseudomonas aeruginosa PAO1	15600019	PA4826	NP_253513.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893920	PLES_52111	WP_003095337.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600020	PA4827	NP_253514.1	arylamine N-acetyltransferase	59275	Pseudomonas aeruginosa LESB58	218893921	PLES_52121	WP_012614587.1	arylamine N-acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600021	PA4828	NP_253515.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893922	PLES_52131	WP_012614588.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600022	PA4829	NP_253516.1	dihydrolipoamide dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218893923	PLES_52141	WP_015503724.1	dihydrolipoamide dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600023	PA4830	NP_253517.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893924	PLES_52151	WP_003095346.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600024	PA4831	NP_253518.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218893925	PLES_52161	WP_012614590.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15600025	PA4832	NP_253519.1	short-chain dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218893926	PLES_52171	WP_012614591.1	putative short-chain dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600026	PA4833	NP_253520.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893927	PLES_52181	WP_012614592.1	putative hemolyin III				
rbb	57945	Pseudomonas aeruginosa PAO1	15600027	PA4834	NP_253521.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893928	PLES_52191	WP_003104336.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600028	PA4835	NP_253522.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893929	PLES_52201	WP_003161329.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600029	PA4836	NP_253523.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893930	PLES_52211	WP_003457249.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600030	PA4837	NP_253524.1	outer membrane protein precursor	59275	Pseudomonas aeruginosa LESB58	218893931	PLES_52221	WP_012614593.1	putative outer membrane protein precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15600031	PA4838	NP_253525.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893932	PLES_52231	WP_012614594.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600032	PA4839	NP_253526.1	arginine decarboxylase	59275	Pseudomonas aeruginosa LESB58	218893933	PLES_52241	WP_003095365.1	arginine decarboxylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600033	PA4840	NP_253527.1	translation initiation factor Sui1	59275	Pseudomonas aeruginosa LESB58	218893934	PLES_52251	WP_003106225.1	translation initiation factor Sui1				
rbb	57945	Pseudomonas aeruginosa PAO1	15600034	PA4841	NP_253528.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893935	PLES_52261	WP_003095369.1	putative isopentenyldiphosphate isomerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600035	PA4842	NP_253529.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893936	PLES_52271	WP_003106226.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600036	PA4843	NP_253530.1	two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218893937	PLES_52281	WP_012614595.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15600037	PA4844	NP_253531.1	chemotaxis transducer	59275	Pseudomonas aeruginosa LESB58	218893938	PLES_52291	WP_003106229.1	putative chemotaxis transducer				
rbb	57945	Pseudomonas aeruginosa PAO1	15600038	PA4845	NP_253532.1	thiol:disulfide interchange protein precursor	59275	Pseudomonas aeruginosa LESB58	218893939	PLES_52301	WP_004347774.1	thiol:disulfide interchange protein precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15600039	PA4846	NP_253533.1	3-dehydroquinate dehydratase	59275	Pseudomonas aeruginosa LESB58	218893940	PLES_52311	WP_003095385.1	3-dehydroquinate dehydratase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600040	PA4847	NP_253534.1	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	59275	Pseudomonas aeruginosa LESB58	218893941	PLES_52321	WP_003110495.1	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15600041	PA4848	NP_253535.1	acetyl-CoA carboxylase biotin carboxylase subunit	59275	Pseudomonas aeruginosa LESB58	218893942	PLES_52331	WP_012614596.1	acetyl-CoA carboxylase biotin carboxylase subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15600042	PA4849	NP_253536.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893943	PLES_52341	WP_003112326.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600043	PA4850	NP_253537.1	ribosomal protein L11 methyltransferase	59275	Pseudomonas aeruginosa LESB58	218893944	PLES_52351	WP_003112237.1	ribosomal protein L11 methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600044	PA4851	NP_253538.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893945	PLES_52361	WP_012614597.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600045	PA4852	NP_253539.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893946	PLES_52371	WP_003095402.1	putative tRNA-dihydrouridine synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600046	PA4853	NP_253540.1	DNA-binding protein Fis	59275	Pseudomonas aeruginosa LESB58	218893947	PLES_52381	WP_012614598.1	DNA-binding protein Fis				
rbb	57945	Pseudomonas aeruginosa PAO1	15600047	PA4854	NP_253541.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	59275	Pseudomonas aeruginosa LESB58	218893948	PLES_52391	WP_003105151.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600048	PA4855	NP_253542.1	phosphoribosylamine--glycine ligase	59275	Pseudomonas aeruginosa LESB58	218893949	PLES_52401	WP_003105150.1	phosphoribosylamine--glycine ligase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600049	PA4856	NP_253543.1	RetS (Regulator of Exopolysaccharide and type III Secretion)	59275	Pseudomonas aeruginosa LESB58	218893950	PLES_52411	WP_003095412.1	RetS (Regulator of Exopolysaccharide and Type III Secretion)				
rbb	57945	Pseudomonas aeruginosa PAO1	15600050	PA4857	NP_253544.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893951	PLES_52421	WP_003095417.1	putative membrane protein, MarC family				
rbb	57945	Pseudomonas aeruginosa PAO1	15600051	PA4858	NP_253545.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893953	PLES_52441	WP_003105144.1	putative branched-chain amino acid ABC transporter, periplasmic component				
rbb	57945	Pseudomonas aeruginosa PAO1	15600052	PA4859	NP_253546.1	ABC transporter permease	59275	Pseudomonas aeruginosa LESB58	218893954	PLES_52451	WP_023114895.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15600053	PA4860	NP_253547.1	ABC transporter permease	59275	Pseudomonas aeruginosa LESB58	218893955	PLES_52461	WP_003112319.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15600054	PA4861	NP_253548.1	ATP-binding component of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218893956	PLES_52471	WP_031627598.1	putative ATP-binding component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15600055	PA4862	NP_253549.1	ATP-binding component of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218893957	PLES_52481	WP_012614599.1	putative ATP-binding component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15600056	PA4863	NP_253550.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893958	PLES_52491	WP_003095437.1	putative acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600057	PA4864	NP_253551.1	urease accessory protein	59275	Pseudomonas aeruginosa LESB58	218893959	PLES_52501	WP_003116109.1	urease accessory protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600058	PA4865	NP_253552.1	urease subunit gamma	59275	Pseudomonas aeruginosa LESB58	218893960	PLES_52511	WP_003099389.1	urease subunit gamma				
rbb	57945	Pseudomonas aeruginosa PAO1	15600059	PA4866	NP_253553.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893961	PLES_52521	WP_003099390.1	putative phosphinothricin N-acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600060	PA4867	NP_253554.1	urease subunit beta	59275	Pseudomonas aeruginosa LESB58	218893962	PLES_52531	WP_003095450.1	urease subunit beta				
rbb	57945	Pseudomonas aeruginosa PAO1	15600061	PA4868	NP_253555.1	urease subunit alpha	59275	Pseudomonas aeruginosa LESB58	218893963	PLES_52541	WP_003099392.1	urease subunit alpha				
rbb	57945	Pseudomonas aeruginosa PAO1	15600062	PA4869	NP_253556.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893964	PLES_52551	WP_003457376.1	hypothetical protein				
